0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239
-89.38523328298254,-118.66703217392869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.27903029955613,-67.48309060483595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.189731102357996,-25.024383702042854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.053332738259643,-8.880292477562005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.852765433188964,-13.885920779098957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7758047801324193,-0.5470002691795269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.06648891789181,-8.720574211919004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.392749302695652,9.838237267658048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41759976912041,23.140598241169336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.365806800571988,18.828367224427875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.359412959545839,0.09630972339496582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.747346264686218,-16.433018185829056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6262551608044459,-6.0119409216883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.736173776847473,5.743888526336674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71698451905702,11.547240771312804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.907750892646435,11.762949442151372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5530185136781267,-5.116360458945328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.511733614552661,2.6353622450286522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.480269942315711,2.581085509356048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.226045487084223,8.448974967960185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-136.00110664253867,-148.06419000764964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.76892109945908,-57.51610243042664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.22168558468111,-38.52808428239774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.971694947744766,-21.474448747294744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.913549987723634,-17.61821328892576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4590662804413619,1.5889952725797232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.543828843844707,19.005135559142268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.272992361520723,3.9951268618796902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.21910062250819,16.76313588603318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.00387271554531,21.275495511309828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.296504153847682,24.622985334046113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.408298491162613,0.39102624367882277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.81351459216033,-26.09093396894368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3780326472015834,-10.749932129526709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.967842233971993,20.573111870739243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.038280644744795,8.066032819299203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.454561665433708,-19.865978989885797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.285539120749874,16.918545000618153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.158942685438063,33.601431717469865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0745610712630622,12.276879554842617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-162.22674371257332,-117.48506418953109,-106.13843993497302,-192.65715355264575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.75017985586571,-54.02235747137853,-38.35746703273204,-2.5096580259004746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.90073837362132,-44.52166723874169,-48.02888113257935,-68.26345907404541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.253912210781948,-12.895367943306537,-21.794928025563642,-37.33657145048778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.340202495044704,-22.981967430045657,-24.937899241491102,-26.664677914695808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.945390468971842,-6.8782773149794725,-2.276435546910679,-2.86387956226383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.411751372845734,7.463519686204451,14.710829958281831,21.355335162626698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.637730008783471,-4.679005641458911,-3.8737076240560713,4.682104043091643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6812894324334366,2.186818514278195,2.3335588001892376,3.0685132648126627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.650598255046255,26.136898393469092,20.666832548584694,13.371900571851164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.69968781065273,37.28307809078753,36.57114835573526,31.00813327998096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.310857243319159,12.388166115004605,10.7732176665168,2.5309071923737827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.46809199103466,-23.286238798951686,-19.46950969582219,-12.77094828408524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.158143069778235,-9.4980665310585,-8.628371140001898,-6.628128149788232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79763292946873,9.203176236371501,6.952873961720317,3.7579148665711832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.120034089692988,11.223821046589652,9.035967480535465,6.339060259956095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.625087420900222,-18.742634639299546,-12.836861661645848,-3.1714096311119424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.668497497118548,-8.084584539232322,-4.0082045939254485,5.424831354674482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8707330966863,28.772726832376957,16.294004431295036,5.939474397798195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.69193196915603,36.63601539669496,30.904169070758602,18.37717813543103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-397.8665720741591,-377.30838676495756,-398.7098075858507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.321518108361076,0.7917319261665711,-23.169254008442095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.35163955143129,-35.94573939960048,-45.0971540141015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335431218262003,3.6564677415844087,-8.635972862412766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.449715661205282,-23.295387973448925,-33.02728044186468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.335985691877266,-21.7729021410711,-23.529108376201364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.082497812049834,0.12063388081235832,9.539569838253156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.034563972392483,11.366674780594906,10.741368467263271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.867897014587182,28.308371682082928,41.262738645270346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.755908257253253,24.333650628094688,15.687326475785294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.569915256981666,-18.106363930324168,-30.539531942751623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.103374293618394,-35.0685565192762,-28.141595289363735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.178838305714613,-20.649268266837165,-12.21668459405398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.215375877135454,17.923596489213864,14.245365150087189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1545438499910823,7.113212767051051,13.047763215586551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.645744941657258,-13.375448014313866,-13.321073910078104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.753509101180812,6.116227893723359,0.9242308325951413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.56769501745889,25.870792806949606,15.499902133933052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0306545049652125,6.551169195162107,10.346648975909053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.009117310431684,-15.203351254677921,-0.773156537232693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-133.73019791307044,-148.4449647445723,-223.28146454784874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.98588728115377,-85.86890350329023,-46.539167557891936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.361839605792603,-23.136031333304835,-28.42537511075267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.536610540682656,-8.243351629886872,-1.801272418371746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.233182847854216,-16.760380191425185,-10.741893734015084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.755645237323459,-3.319581795463348,-8.295573129830487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.796435561938572,-4.609521032715696,4.275854487081858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1143005564593,13.312428416034653,2.8254596055533883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.76780093405476,29.784053923287225,17.69245884226244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.528417872314087,28.499569564889434,31.71914705878921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.022530841730564,-5.623145627841417,16.589272591808758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.525167043288867,-18.521170203406932,-14.817737090986668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.135216902820854,-22.011799417706367,-26.512948616790954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.029024220764473,6.423038990813245,-4.7411055635088175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.859209498775249,15.005123081252655,14.726217308061637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.647176762988864,8.262096287811744,10.752089068773701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.568843794233125,-12.40799312761607,-12.88817981721149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.742830863577314,18.50105255267224,14.455434840800025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.907889757780254,21.40249998575689,27.439489222024438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.064393927699305,-6.507288843784585,-9.875212527849833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-143.10829363674262,-113.62384323837713,-117.9554309140539,-197.04053425224507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.313518989851964,-23.395190527450026,-10.643416952398598,20.63671529734021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.745931137470556,-31.974001457694214,-39.567413770235746,-61.50941407056271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.92335190279633,-17.924652874336658,-16.249649120403195,-27.440494344309514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.748184684672502,-16.910607731757064,-15.306602019189503,-18.83206974940086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.452505346258703,6.236380687935011,8.694110947445292,0.7180136669137944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4345024068446692,-6.218977333912159,1.2255668183343822,14.217932025096612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.925863341366002,-6.75587884846969,-8.6554667731986,-3.853068578827539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.431244473960106,-1.6884744094601722,-15.90348859959132,-11.289054942446313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.785728619266564,14.72508143805956,5.669203891398892,7.420883387241558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.919165547676638,22.31171161503418,20.578038899048977,18.79865425704861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.561441342294318,-3.1364141701019275,1.5338626751877973,-2.2011598090810236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.93809389027657,-23.018471203924964,-18.60055105202364,-16.624980237937983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.63749710273759,-22.585182293042223,-20.188512111126652,-14.944410923434901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.854209692829137,2.477446279747196,-5.633832451448561,-5.256712966283754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.427990404137944,7.152297610584094,1.541655053836865,-1.182263060886493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.320213555154993,-16.04012079085353,-10.394139544452603,-3.3495826243194795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.505239418369463,-10.8086348900715,-9.96982108571683,-4.790912455296898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.10096531344261,17.198996874138434,10.787483540913442,7.247399213063881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29678471951648,23.244838193171034,21.864305949910893,15.850811544833375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-140.86354857209616,-159.14935219908511,-237.1327381192646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.34679092805369,-60.255278456830546,-27.24771379104825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.19515088353203,-44.272358782155095,-36.90183845299126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961409370878615,3.3457056279734214,-6.745982817324483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.909843918206485,-13.942002396765563,-11.901125032776477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.340312001935285,-7.294212846957452,-5.200078376321431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.350707114190273,6.872599318793993,4.662181425154714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3114259419411765,-7.774320545354841,-8.047146758312817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.01654486450378,26.42632266027477,14.547346846459469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.776402229865322,30.863903995619825,22.79971359634068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.016648740326332,19.94604268939935,24.867194206824195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.98391578585179,-30.10815354445704,-4.695337568978181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.77672925726103,-20.18865313429518,-9.4074832451138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.225034383625475,-14.184237369808784,-19.161075108083264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.50401289612676,23.496997764164412,15.558119448423893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.166037406053427,-6.674352633522208,2.9154176293765355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.313911657347249,-4.072839507100255,-9.211173376941122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44229238313793,19.96515621255969,11.156860235221615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.780239045579338,18.52695032874483,26.72749996076123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.35387278963884,-6.818373243334115,9.221562106516789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-136.85614850649557,-155.2587128799926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.44206019100155,-43.84180944273933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.55060768433233,-70.00974296662574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.910050974269479,2.6937749543348337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.33367232674965,-41.35832143868999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.68456985570125,20.56786327228675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.59234899469779,10.431145684594288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.869437736734511,9.303914399821295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06730008272375,21.207477627938182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.952780235103326,22.95764121511801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.588450149361194,-19.133507873394702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.70779040806876,-11.898082951142637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.161748679363313,-10.458750541882786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.017509767811578,2.0154273948642167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4382500653448815,6.926864616383523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.76286829729859,-5.3193746945321285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.101670001112964,18.74880299829512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.116078971923173,22.81741576344332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.94409728545069,-6.084052148436104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.958839341852396,-20.6759466706931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-134.7141671381923,-154.0430194369988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.27656059134681,-67.58430410851922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.929041107868606,-41.04801122127551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0433001574046368,-0.08072174590433467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.435701656809506,-19.872965730618287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1407249703430629,-0.7299376781777701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64034170474292,4.676468004285017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.496846307553856,-7.360051928633389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1586039770723168,1.7446082377608683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983079355604545,21.0635696903552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.755656793409877,22.445544735380203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.721591495510587,13.442270872015264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.8833949400709,-21.727741895486503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.523145666302966,-26.769637555988858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.414548652025932,9.165397484631006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52948490227054,20.221502170933494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8505797735537435,-3.224864119652779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.628809440036289,2.025076531844552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33515222522509,15.86375472824447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.852797511114936,20.458208114108288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-124.95959682284098,-113.46637256305375,-148.75783499923654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.4785302478678,-107.65575609173659,-91.94695368924849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.46237895779993,-69.5712048136192,-59.49623415468116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.996802515681098,-3.2459247853290045,-14.224645194808472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.36717227558175,-48.26854518541256,-48.95455282218093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86949119531495,14.040246122333723,10.644161928346904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.932394619886146,-9.233135035194802,-2.509431529368919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.655051670039823,-1.2591718165475398,-7.830791899923763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.66758903101198,-6.3756202470317085,-6.289637472334604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.03849362125098,36.86396730839385,22.189017363432626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.562439741884651,20.71702322856553,13.997118797359022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.347076048480347,13.758548485896402,19.175801835420096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.635841304228089,-17.95963691487951,-5.636725254158158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.704881374301934,-18.518995158325918,-12.268929884626255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6590986836488977,-2.1079182730893358,-3.9616878488960876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.001375680631872,5.384464176457742,8.587106631328608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.742720057273125,-20.063848630086127,-15.376576527060974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.006560578743182,-23.337399429748846,-31.427130929036974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.817738521035903,15.122681704763119,-2.9002815444032293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.932193224229756,41.57587555365676,37.59736752892565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
